,date,USA_confirmed,CAN_confirmed,USA_death,CAN_death,USA_high,USA_low,CAN_high,CAN_low,Travel_high,Travel_low,RealEstate_high,RealEstate_low,PreciousMetals_high,PreciousMetals_low
390,2021-02-15,27877900,831044,485641,21325,,,,,,,,,,
391,2021-02-16,27937723,835022,487285,21398,,,,,,,,,,
392,2021-02-17,28006714,837883,489692,21436,,,,,,,,,,
393,2021-02-18,28078962,841333,492250,21499,,,,,,,,,,
394,2021-02-19,28153834,844478,494766,21577,394.17,387.74,27.92,27.44,40.0,38.09,28.6,28.15,18.91,17.46
395,2021-02-20,28227371,847051,496681,21631,,,,,,,,,,
396,2021-02-21,28282618,849459,497891,21675,,,,,,,,,,
397,2021-02-22,28338691,853033,499101,21724,,,,,,,,,,
398,2021-02-23,28412512,856056,501359,21763,,,,,,,,,,
399,2021-02-24,28487527,859115,504575,21808,,,,,,,,,,
400,2021-02-25,28564604,862268,506988,21866,,,,,,,,,,
401,2021-02-26,28639546,865383,509119,21916,392.23,378.23,27.81,26.88,38.75,37.6,28.61,28.09,18.28,16.76
402,2021-02-27,28710354,867885,510632,21961,,,,,,,,,,
403,2021-02-28,28762007,870022,511718,21995,,,,,,,,,,
404,2021-03-01,28812162,873534,513035,22018,,,,,,,,,,
405,2021-03-02,28870829,876588,514948,22046,,,,,,,,,,
406,2021-03-03,28937911,879540,517470,22106,,,,,,,,,,
407,2021-03-04,29006390,882779,519394,22152,,,,,,,,,,
408,2021-03-05,29073593,886094,521108,22193,390.92,371.88,27.68,26.97,40.71,38.6,28.33,27.32,17.56,16.69
409,2021-03-06,29134340,888748,522627,22214,,,,,,,,,,
410,2021-03-07,29175880,891117,523329,22240,,,,,,,,,,
411,2021-03-08,29220679,894883,524048,22277,,,,,,,,,,
412,2021-03-09,29276504,897914,525809,22305,,,,,,,,,,
413,2021-03-10,29334222,901124,527345,22336,,,,,,,,,,
414,2021-03-11,29395982,904562,528887,22372,,,,,,,,,,
415,2021-03-12,29458265,908333,530310,22405,395.65,381.42,28.35,27.6,42.25,40.42,28.46,27.75,18.08,17.21
416,2021-03-13,29514531,911149,531277,22435,,,,,,,,,,
417,2021-03-14,29553094,913552,531792,22464,,,,,,,,,,
418,2021-03-15,29604658,917437,532498,22496,,,,,,,,,,
419,2021-03-16,29659733,920915,533749,22520,,,,,,,,,,
420,2021-03-17,29719615,924545,534943,22555,,,,,,,,,,
421,2021-03-18,29781821,928472,536574,22591,,,,,,,,,,
422,2021-03-19,29842733,932819,537597,22618,398.12,387.15,28.61,28.18,42.38,39.77,28.8,28.44,18.7,18.01
423,2021-03-20,29900983,936138,538367,22644,,,,,,,,,,
424,2021-03-21,29936390,939245,539074,22677,,,,,,,,,,
425,2021-03-22,29984825,944332,539628,22717,,,,,,,,,,
426,2021-03-23,30037586,948376,540572,22736,,,,,,,,,,
427,2021-03-24,30125421,953373,542034,22760,,,,,,,,,,
428,2021-03-25,30192809,958540,543379,22791,,,,,,,,,,
429,2021-03-26,30268948,964151,544535,22827,396.41,383.9,28.35,27.9,40.98,39.58,29.11,28.35,18.51,17.52
430,2021-03-27,30332732,968273,545340,22853,,,,,,,,,,
431,2021-03-28,30379104,972301,545782,22881,,,,,,,,,,
432,2021-03-29,30445777,978910,546418,22901,,,,,,,,,,
433,2021-03-30,30508000,984144,547309,22927,,,,,,,,,,
434,2021-03-31,30577410,990662,548380,22960,,,,,,,,,,
435,2021-04-01,30654261,997016,549480,23003,400.67,392.81,28.63,28.1,41.45,39.77,29.22,28.75,18.51,17.53
436,2021-04-02,30728143,1001635,550372,23031,,,,,,,,,,
437,2021-04-03,30792639,1007597,551128,23051,,,,,,,,,,
438,2021-04-04,30830506,1011978,551441,23075,,,,,,,,,,
439,2021-04-05,30898757,1019494,551907,23096,,,,,,,,,,
440,2021-04-06,30962146,1030673,552739,23142,,,,,,,,,,
441,2021-04-07,31037903,1038829,555341,23174,,,,,,,,,,
442,2021-04-08,31117746,1047704,556353,23212,,,,,,,,,,
443,2021-04-09,31202164,1056897,557256,23252,411.67,403.38,28.98,28.68,42.34,40.6,29.7,29.15,19.02,18.4
444,2021-04-10,31272509,1064862,558016,23288,,,,,,,,,,
445,2021-04-11,31319834,1072047,558308,23316,,,,,,,,,,
446,2021-04-12,31383063,1082418,558761,23357,,,,,,,,,,
447,2021-04-13,31463754,1090614,559625,23393,,,,,,,,,,
448,2021-04-14,31538736,1099978,560562,23446,,,,,,,,,,
449,2021-04-15,31612955,1109734,561469,23501,,,,,,,,,,
450,2021-04-16,31695724,1118002,562339,23542,417.91,410.2,29.21,28.9,42.26,41.32,30.15,29.29,19.7,18.58
451,2021-04-17,31751079,1125830,563048,23592,,,,,,,,,,
452,2021-04-18,31794899,1133021,563398,23624,,,,,,,,,,
453,2021-04-19,31854769,1142625,563894,23668,,,,,,,,,,
454,2021-04-20,31917074,1150528,564731,23714,,,,,,,,,,
455,2021-04-21,31981785,1158744,565629,23764,,,,,,,,,,
456,2021-04-22,32047969,1167777,566570,23823,,,,,,,,,,
457,2021-04-23,32110642,1176003,567333,23884,418.25,410.59,29.2,28.58,42.65,41.66,30.6,29.98,20.29,19.4
458,2021-04-24,32164929,1183187,568083,23928,,,,,,,,,,
459,2021-04-25,32199330,1189788,568392,23966,,,,,,,,,,
460,2021-04-26,32242639,1198434,568873,24025,,,,,,,,,,
461,2021-04-27,32294660,1205937,569539,24066,,,,,,,,,,
462,2021-04-28,32350527,1214206,570523,24118,,,,,,,,,,
463,2021-04-29,32408209,1222564,571407,24170,,,,,,,,,,
464,2021-04-30,32465945,1230530,572211,24220,420.72,416.3,29.33,28.76,42.61,41.25,30.3,29.76,19.68,18.41
465,2021-05-01,32514104,1238296,572960,24262,,,,,,,,,,
466,2021-05-02,32544698,1244435,573283,24301,,,,,,,,,,
467,2021-05-03,32590098,1252750,573769,24342,,,,,,,,,,
468,2021-05-04,32632816,1259651,574644,24397,,,,,,,,,,
469,2021-05-05,32678632,1267370,575458,24451,,,,,,,,,,
470,2021-05-06,32724562,1275453,576254,24490,,,,,,,,,,
471,2021-05-07,32772740,1283199,577012,24530,422.815,411.67,29.45,28.74,42.25,41.05,30.21,29.29,20.0,18.76
472,2021-05-08,32807695,1289678,577651,24569,,,,,,,,,,
473,2021-05-09,32830430,1295213,577914,24627,,,,,,,,,,
474,2021-05-10,32863242,1302154,578316,24683,,,,,,,,,,
475,2021-05-11,32898517,1308236,578996,24715,,,,,,,,,,
476,2021-05-12,32934492,1314850,579762,24769,,,,,,,,,,
477,2021-05-13,32972365,1321202,580509,24826,,,,,,,,,,
478,2021-05-14,33013966,1327214,581140,24870,422.74,404.0,29.5,28.88,43.45,41.7,29.82,28.52,20.23,19.35
479,2021-05-15,33044433,1332007,581664,24909,,,,,,,,,,
480,2021-05-16,33062065,1336276,581933,24949,,,,,,,,,,
481,2021-05-17,33087595,1341268,582335,24983,,,,,,,,,,
482,2021-05-18,33116603,1345649,583116,25019,,,,,,,,,,
483,2021-05-19,33145673,1350639,583770,25067,,,,,,,,,,
484,2021-05-20,33175666,1355117,584454,25112,,,,,,,,,,
485,2021-05-21,33204343,1359588,585056,25163,418.2,405.33,29.74,29.17,44.96,43.16,29.42,29.02,21.4,20.25
486,2021-05-22,33225248,1363020,585544,25204,,,,,,,,,,
487,2021-05-23,33239033,1365851,585749,25232,,,,,,,,,,
488,2021-05-24,33261203,1368224,586190,25262,,,,,,,,,,
489,2021-05-25,33285000,1371721,586829,25325,,,,,,,,,,
490,2021-05-26,33309372,1374572,587814,25362,,,,,,,,,,
491,2021-05-27,33335907,1377598,589164,25412,,,,,,,,,,
492,2021-05-28,33357831,1380542,589699,25441,421.25,417.08,30.05,29.51,44.93,43.51,30.13,29.68,21.24,20.62
493,2021-05-29,33370809,1382890,590027,25479,,,,,,,,,,
494,2021-05-30,33378013,1384742,590175,25513,,,,,,,,,,
495,2021-05-31,33384362,1387091,590356,25548,,,,,,,,,,
496,2021-06-01,33405451,1388921,590999,25567,,,,,,,,,,
497,2021-06-02,33422037,1391117,591559,25613,,,,,,,,,,
498,2021-06-03,33440017,1393272,592190,25645,,,,,,,,,,
499,2021-06-04,33457554,1395085,592707,25680,422.92,416.28,30.25,29.68,45.13,43.67,30.78,29.76,21.01,20.22
500,2021-06-05,33472710,1396586,593291,25713,,,,,,,,,,
501,2021-06-06,33478606,1397774,593460,25725,,,,,,,,,,
502,2021-06-07,33492795,1399237,593770,25762,,,,,,,,,,
503,2021-06-08,33505589,1400611,594078,25792,,,,,,,,,,
504,2021-06-09,33523796,1402184,594553,25844,,,,,,,,,,
505,2021-06-10,33538311,1403622,594956,25874,,,,,,,,,,
506,2021-06-11,33562827,1404971,595482,25887,424.63,420.32,30.35,30.07,45.51,44.5,31.73,30.87,21.09,20.2
507,2021-06-12,33571648,1406133,595750,25915,,,,,,,,,,
508,2021-06-13,33576674,1407055,595862,25932,,,,,,,,,,
509,2021-06-14,33588578,1408107,596051,25946,,,,,,,,,,
510,2021-06-15,33599224,1409077,596374,25973,,,,,,,,,,
511,2021-06-16,33610977,1410095,596757,26001,,,,,,,,,,
512,2021-06-17,33622496,1411193,597056,26013,,,,,,,,,,
513,2021-06-18,33643480,1412182,597656,26024,425.46,414.7,30.69,30.22,45.78,44.7,31.76,31.53,20.4,18.64
514,2021-06-19,33652365,1412925,597826,26055,,,,,,,,,,
515,2021-06-20,33657290,1413544,597905,26077,,,,,,,,,,
516,2021-06-21,33668022,1414228,598165,26087,,,,,,,,,,
517,2021-06-22,33678789,1414880,598509,26155,,,,,,,,,,
518,2021-06-23,33691287,1415589,598895,26176,,,,,,,,,,
519,2021-06-24,33705480,1416297,599236,26193,,,,,,,,,,
520,2021-06-25,33730002,1416935,599764,26198,427.0943,415.93,30.66,30.34,45.1,43.27,31.92,31.27,19.0,18.33
521,2021-06-26,33739061,1417455,599925,26215,,,,,,,,,,
522,2021-06-27,33743720,1417858,600000,26228,,,,,,,,,,
523,2021-06-28,33757490,1418570,600159,26239,,,,,,,,,,
524,2021-06-29,33765016,1419198,600488,26275,,,,,,,,,,
525,2021-06-30,33780301,1419748,600788,26296,,,,,,,,,,
526,2021-07-01,33795222,1420024,601071,26315,,,,,,,,,,
527,2021-07-02,33824840,1420680,601505,26339,434.1,425.89,30.82,30.43,47.25,43.84,31.64,31.2,18.7,18.0
528,2021-07-03,33830110,1421065,601588,26349,,,,,,,,,,
529,2021-07-04,33834375,1421358,601628,26361,,,,,,,,,,
530,2021-07-05,33843536,1421931,601749,26369,,,,,,,,,,
531,2021-07-06,33866109,1422336,602055,26382,,,,,,,,,,
532,2021-07-07,33886257,1422896,602382,26388,,,,,,,,,,
533,2021-07-08,33907135,1423419,602632,26406,,,,,,,,,,
534,2021-07-09,33954124,1423953,603094,26420,435.84,427.52,30.89,30.28,47.27,45.28,32.48,31.26,19.04,18.37
535,2021-07-10,33964141,1424300,603172,26429,,,,,,,,,,
536,2021-07-11,33975903,1424569,603293,26437,,,,,,,,,,
537,2021-07-12,34005564,1425023,603528,26440,,,,,,,,,,
538,2021-07-13,34032039,1425388,603885,26451,,,,,,,,,,
539,2021-07-14,34063187,1425712,604212,26459,,,,,,,,,,
540,2021-07-15,34095129,1426159,604568,26473,,,,,,,,,,
541,2021-07-16,34173161,1426525,605021,26490,437.92,430.92,30.86,30.38,50.47,46.85,33.04,32.34,19.28,18.44
542,2021-07-17,34187227,1426872,605093,26494,,,,,,,,,,
543,2021-07-18,34207597,1427163,605188,26501,,,,,,,,,,
544,2021-07-19,34256824,1427728,605386,26505,,,,,,,,,,
545,2021-07-20,34296712,1428083,605676,26509,,,,,,,,,,
546,2021-07-21,34344584,1428621,606039,26513,,,,,,,,,,
547,2021-07-22,34401020,1429015,606327,26527,,,,,,,,,,
548,2021-07-23,34521825,1429610,606879,26540,440.3,421.97,30.75,29.83,49.96,48.24,33.2,32.61,19.0,18.22
549,2021-07-24,34551174,1429984,607015,26545,,,,,,,,,,
550,2021-07-25,34579799,1430278,607117,26549,,,,,,,,,,
551,2021-07-26,34658354,1431222,607367,26553,,,,,,,,,,
552,2021-07-27,34723425,1431816,607825,26561,,,,,,,,,,
553,2021-07-28,34797007,1432659,608208,26571,,,,,,,,,,
554,2021-07-29,34869369,1433590,608526,26577,,,,,,,,,,
555,2021-07-30,35060550,1434495,609411,26593,441.8,435.99,30.91,30.48,50.97,49.26,33.07,32.6,19.4,18.31
556,2021-07-31,35105221,1434967,609587,26599,,,,,,,,,,
557,2021-08-01,35150598,1435347,609820,26601,,,,,,,,,,
558,2021-08-02,35258120,1435683,610163,26602,,,,,,,,,,
559,2021-08-03,35356089,1437713,610749,26608,,,,,,,,,,
560,2021-08-04,35458596,1438806,611295,26619,,,,,,,,,,
561,2021-08-05,35568186,1440396,611821,26638,,,,,,,,,,
562,2021-08-06,35820097,1442021,612954,26655,442.94,436.1,31.21,30.79,52.54,50.6,33.25,32.87,19.83,18.21
563,2021-08-07,35883978,1442740,613220,26664,,,,,,,,,,
564,2021-08-08,35919664,1443469,613355,26670,,,,,,,,,,
565,2021-08-09,36078095,1446326,613872,26679,,,,,,,,,,
566,2021-08-10,36196287,1447743,614704,26684,,,,,,,,,,
567,2021-08-11,36350867,1449822,615509,26689,,,,,,,,,,
568,2021-08-12,36494679,1451984,616541,26693,,,,,,,,,,
569,2021-08-13,36721524,1454422,617600,26699,445.94,441.31,31.32,31.02,52.0,50.51,33.08,32.49,18.32,17.65
570,2021-08-14,36795699,1455494,617870,26702,,,,,,,,,,
571,2021-08-15,36843561,1456423,618087,26701,,,,,,,,,,
572,2021-08-16,37036919,1460340,619128,26705,,,,,,,,,,
573,2021-08-17,37188031,1462314,620152,26720,,,,,,,,,,
574,2021-08-18,37355382,1464910,621356,26762,,,,,,,,,,
575,2021-08-19,37510660,1467812,623143,26784,,,,,,,,,,
576,2021-08-20,37749794,1470842,624605,26790,447.11,436.12,31.21,30.68,52.47,51.2,33.87,32.99,18.27,17.46
577,2021-08-21,37843297,1472306,625182,26791,,,,,,,,,,
578,2021-08-22,37888655,1473497,625402,26793,,,,,,,,,,
579,2021-08-23,38094840,1478305,626738,26815,,,,,,,,,,
580,2021-08-24,38250033,1480796,628173,26849,,,,,,,,,,
581,2021-08-25,38429242,1484267,629726,26856,,,,,,,,,,
582,2021-08-26,38613006,1487821,631948,26865,,,,,,,,,,
583,2021-08-27,38851368,1491589,633691,26891,450.65,443.4355,31.33,30.95,52.64,50.82,33.7,32.89,18.25,17.52
584,2021-08-28,38931503,1493265,634343,26899,,,,,,,,,,
585,2021-08-29,38984678,1494699,634669,26902,,,,,,,,,,
586,2021-08-30,39212608,1501089,636382,26919,,,,,,,,,,
587,2021-08-31,39392578,1504281,637826,26933,,,,,,,,,,
588,2021-09-01,39583186,1508281,639870,26963,,,,,,,,,,
589,2021-09-02,39762255,1512341,642877,26992,,,,,,,,,,
590,2021-09-03,39997506,1516567,644817,27007,454.05,450.71,31.42,30.98,52.28,50.15,34.11,33.19,18.5,17.84
591,2021-09-04,40084805,1518280,645470,27017,,,,,,,,,,
592,2021-09-05,40149486,1520081,645898,27022,,,,,,,,,,
593,2021-09-06,40239476,1521585,646506,27025,,,,,,,,,,
594,2021-09-07,40449521,1530657,648602,27068,,,,,,,,,,
595,2021-09-08,40627290,1534594,650921,27108,,,,,,,,,,
596,2021-09-09,40793948,1538824,654149,27135,,,,,,,,,,
597,2021-09-10,41035780,1543470,656610,27171,452.81,445.31,31.52,31.1,50.94,50.01,34.01,33.14,18.36,17.64
598,2021-09-11,41126229,1544598,657449,27187,,,,,,,,,,
599,2021-09-12,41175799,1547391,657829,27199,,,,,,,,,,
600,2021-09-13,41383526,1556081,659986,27239,,,,,,,,,,
601,2021-09-14,41529064,1560385,661914,27264,,,,,,,,,,
602,2021-09-15,41702482,1564842,664653,27306,,,,,,,,,,
603,2021-09-16,41861088,1569479,668146,27326,,,,,,,,,,
604,2021-09-17,42071798,1574529,670600,27371,448.92,441.02,31.35,30.82,50.95,48.7,33.3,33.02,18.15,16.98
605,2021-09-18,42148052,1576527,671610,27385,,,,,,,,,,
606,2021-09-19,42194055,1578344,672014,27396,,,,,,,,,,
607,2021-09-20,42363472,1586910,674321,27435,,,,,,,,,,
608,2021-09-21,42485292,1590781,676768,27489,,,,,,,,,,
609,2021-09-22,42617023,1594918,679459,27538,,,,,,,,,,
610,2021-09-23,42746057,1599490,682767,27582,,,,,,,,,,
611,2021-09-24,42920702,1604017,685251,27621,444.89,428.86,30.96,30.13,49.79,48.2,33.32,32.25,17.56,16.57
612,2021-09-25,42982552,1605270,686108,27636,,,,,,,,,,
613,2021-09-26,43038179,1606382,686700,27646,,,,,,,,,,
614,2021-09-27,43192114,1617233,688959,27700,,,,,,,,,,
615,2021-09-28,43305256,1620860,691477,27756,,,,,,,,,,
616,2021-09-29,43427256,1625278,694117,27820,,,,,,,,,,
617,2021-09-30,43537344,1629026,696943,27863,,,,,,,,,,
618,2021-10-01,43692253,1634218,699074,27922,444.05,427.23,30.99,30.23,49.28,47.75,32.34,31.36,16.89,16.19
619,2021-10-02,43742007,1636090,699924,27946,,,,,,,,,,
620,2021-10-03,43788235,1637554,700467,27954,,,,,,,,,,
621,2021-10-04,43928832,1645467,702399,28003,,,,,,,,,,
622,2021-10-05,44024311,1648385,704293,28051,,,,,,,,,,
623,2021-10-06,44137165,1652230,706953,28113,,,,,,,,,,
624,2021-10-07,44238198,1656378,709426,28142,,,,,,,,,,
625,2021-10-08,44368828,1660492,711230,28187,441.68,426.36,31.13,30.28,48.59,47.35,31.89,31.05,17.25,16.14
626,2021-10-09,44409144,1662247,711682,28196,,,,,,,,,,
627,2021-10-10,44450137,1663816,712176,28204,,,,,,,,,,
628,2021-10-11,44543003,1665194,713356,28216,,,,,,,,,,
629,2021-10-12,44653947,1672232,715645,28291,,,,,,,,,,
630,2021-10-13,44762358,1674947,718834,28370,,,,,,,,,,
631,2021-10-14,44848482,1678302,721025,28422,,,,,,,,,,
632,2021-10-15,44957329,1681744,722848,28469,446.26,431.54,31.82,30.94,48.44,46.75,32.03,31.11,17.83,16.7
633,2021-10-16,44998678,1683342,723444,28483,,,,,,,,,,
634,2021-10-17,45031850,1684634,723924,28494,,,,,,,,,,
635,2021-10-18,45128503,1690009,725691,28565,,,,,,,,,,
636,2021-10-19,45211102,1692312,727657,28604,,,,,,,,,,
637,2021-10-20,45303420,1695100,730846,28645,,,,,,,,,,
638,2021-10-21,45380691,1697970,732862,28668,,,,,,,,,,
639,2021-10-22,45476659,1700545,734733,28730,454.67,443.27,32.27,31.64,49.33,47.51,32.6,31.8,18.32,17.39
640,2021-10-23,45510935,1702323,735307,28746,,,,,,,,,,
641,2021-10-24,45531887,1703819,735587,28750,,,,,,,,,,
642,2021-10-25,45641376,1707136,737054,28806,,,,,,,,,,
643,2021-10-26,45708997,1708966,738661,28842,,,,,,,,,,
644,2021-10-27,45811526,1711623,740722,28882,,,,,,,,,,
645,2021-10-28,45886051,1714281,742578,28929,,,,,,,,,,
646,2021-10-29,45980887,1716815,744311,28953,459.56,452.39,32.35,31.83,49.47,46.75,32.89,32.56,18.2,17.1
647,2021-10-30,46017144,1718603,744711,28965,,,,,,,,,,
648,2021-10-31,46051150,1720166,744969,28970,,,,,,,,,,
649,2021-11-01,46161002,1723169,746222,29024,,,,,,,,,,
650,2021-11-02,46231030,1725122,747512,29057,,,,,,,,,,
651,2021-11-03,46317796,1727519,749501,29095,,,,,,,,,,
652,2021-11-04,46399038,1730199,750703,29115,,,,,,,,,,
653,2021-11-05,46496171,1732770,752826,29133,470.65,458.2,32.72,32.11,50.33,47.0,33.22,32.32,17.8,16.88
654,2021-11-06,46533431,1734202,753332,29140,,,,,,,,,,
655,2021-11-07,46572401,1735435,753563,29151,,,,,,,,,,
656,2021-11-08,46679731,1739955,754776,29194,,,,,,,,,,
657,2021-11-09,46759639,1742460,756228,29218,,,,,,,,,,
658,2021-11-10,46854883,1745188,757924,29251,,,,,,,,,,
659,2021-11-11,46912421,1746806,758825,29267,,,,,,,,,,
660,2021-11-12,47056551,1750634,761277,29310,470.23,462.04,33.18,32.6,50.8,49.13,33.35,32.94,19.3,17.69
661,2021-11-13,47102719,1752129,761876,29325,,,,,,,,,,
662,2021-11-14,47136590,1753430,762106,29338,,,,,,,,,,
663,2021-11-15,47267654,1757456,763391,29385,,,,,,,,,,
664,2021-11-16,47355638,1759563,764713,29404,,,,,,,,,,
665,2021-11-17,47468168,1762176,766381,29432,,,,,,,,,,
666,2021-11-18,47576705,1765014,767717,29463,,,,,,,,,,
667,2021-11-19,47702972,1767769,769486,29482,470.94,466.23,33.24,32.9,52.65,50.42,33.76,33.21,19.38,18.68
668,2021-11-20,47750158,1769635,769961,29492,,,,,,,,,,
669,2021-11-21,47791653,1771105,770209,29499,,,,,,,,,,
670,2021-11-22,47932628,1775270,771459,29527,,,,,,,,,,
671,2021-11-23,48024266,1777648,772819,29556,,,,,,,,,,
672,2021-11-24,48135618,1780445,774518,29581,,,,,,,,,,
673,2021-11-25,48172986,1784842,775003,29601,,,,,,,,,,
674,2021-11-26,48227670,1787867,775392,29619,473.54,457.77,33.0,32.11,51.6,46.84,34.19,33.3,18.63,17.82
675,2021-11-27,48256065,1790069,775730,29629,,,,,,,,,,
676,2021-11-28,48301145,1791803,776007,29634,,,,,,,,,,
677,2021-11-29,48486318,1795577,777925,29671,,,,,,,,,,
678,2021-11-30,48603768,1798195,779570,29688,,,,,,,,,,
679,2021-12-01,48740709,1801612,781573,29715,,,,,,,,,,
680,2021-12-02,48878904,1804994,785459,29738,,,,,,,,,,
681,2021-12-03,49036843,1808630,787070,29758,466.56,448.92,32.49,31.21,48.6,45.75,33.73,32.82,18.56,17.07
682,2021-12-04,49104760,1811253,787769,29767,,,,,,,,,,
683,2021-12-05,49161217,1813563,788181,29769,,,,,,,,,,
684,2021-12-06,49336289,1818250,789610,29801,,,,,,,,,,
685,2021-12-07,49448609,1821505,791127,29828,,,,,,,,,,
686,2021-12-08,49598020,1825442,792950,29853,,,,,,,,,,
687,2021-12-09,49721794,1829958,794502,29877,,,,,,,,,,
688,2021-12-10,49879296,1833043,796255,29901,470.9,453.56,32.38,31.51,52.89,48.04,33.93,33.64,17.73,17.03
689,2021-12-11,49936919,1838786,796879,29911,,,,,,,,,,
690,2021-12-12,49990297,1842317,797249,29920,,,,,,,,,,
691,2021-12-13,50173678,1848420,798643,29942,,,,,,,,,,
692,2021-12-14,50286898,1853660,800160,29970,,,,,,,,,,
693,2021-12-15,50432612,1860841,802396,29995,,,,,,,,,,
694,2021-12-16,50574624,1868764,803665,30013,,,,,,,,,,
695,2021-12-17,50767235,1878782,805529,30033,472.87,458.06,32.19,31.54,50.87,47.01,34.7,33.85,18.18,16.68
696,2021-12-18,50848781,1887086,806208,30041,,,,,,,,,,
697,2021-12-19,50939685,1895472,806528,30046,,,,,,,,,,
698,2021-12-20,51180921,1910922,808080,30064,,,,,,,,,,
699,2021-12-21,51363067,1925063,809994,30086,,,,,,,,,,
700,2021-12-22,51611056,1943963,814181,30114,,,,,,,,,,
701,2021-12-23,51885200,1969928,815588,30132,,,,,,,,,,
702,2021-12-24,52133412,1995112,816277,30146,,,,,,,,,,
703,2021-12-25,52221699,2014138,816519,30153,,,,,,,,,,
704,2021-12-26,52405619,2032312,816889,30163,,,,,,,,,,
705,2021-12-27,52911678,2054700,818735,30190,,,,,,,,,,
706,2021-12-28,53283780,2082785,821026,30219,,,,,,,,,,
707,2021-12-29,53795224,2137845,823394,30254,,,,,,,,,,
708,2021-12-30,54392703,2180799,824884,30281,,,,,,,,,,
709,2021-12-31,54904636,2223735,825615,30320,,,,,,,,,,
710,2022-01-01,55096770,2256747,826016,30340,,,,,,,,,,
711,2022-01-02,55393099,2286735,826422,30370,,,,,,,,,,
712,2022-01-03,56436383,2323056,828326,30400,,,,,,,,,,
713,2022-01-04,57264523,2372323,830657,30436,,,,,,,,,,
714,2022-01-05,57940754,2412242,832888,30525,,,,,,,,,,
715,2022-01-06,58784307,2454121,834983,30585,,,,,,,,,,
716,2022-01-07,59663888,2499612,837421,30668,479.98,464.65,32.98,32.17,53.29,50.14,35.15,33.73,18.3,16.96
717,2022-01-08,60071660,2528644,838292,30699,,,,,,,,,,
718,2022-01-09,60564988,2554916,838911,30765,,,,,,,,,,
719,2022-01-10,61920232,2613377,840965,30861,,,,,,,,,,
720,2022-01-11,62705489,2646228,843487,30957,,,,,,,,,,
721,2022-01-12,63559960,2681101,846336,31081,,,,,,,,,,
722,2022-01-13,64424118,2712688,848896,31191,,,,,,,,,,
723,2022-01-14,65303847,2753198,851692,31324,473.2,456.5973,32.99,31.98,52.11,49.67,33.46,32.86,17.84,17.03
724,2022-01-15,65719959,2771345,852700,31465,,,,,,,,,,
725,2022-01-16,66206063,2786622,853462,31531,,,,,,,,,,
726,2022-01-17,66865431,2828029,854498,31676,,,,,,,,,,
727,2022-01-18,67998201,2848893,857238,31827,,,,,,,,,,
728,2022-01-19,68909102,2872365,860718,32006,,,,,,,,,,
729,2022-01-20,69638339,2895331,863649,32217,,,,,,,,,,
730,2022-01-21,70465406,2916524,867039,32380,459.96,437.95,33.18,31.57,51.98,48.45,33.35,32.13,18.64,17.21
731,2022-01-22,70773511,2930307,868069,32504,,,,,,,,,,
732,2022-01-23,71143578,2935575,868806,32560,,,,,,,,,,
733,2022-01-24,72054150,2955087,870986,32716,,,,,,,,,,
734,2022-01-25,72546534,2984054,874142,32962,,,,,,,,,,
735,2022-01-26,73224104,2991708,878009,33068,,,,,,,,,,
736,2022-01-27,73727047,3020108,880630,33368,,,,,,,,,,
737,2022-01-28,74340157,3036647,884721,33523,444.04,420.76,32.21,30.65,51.02,47.49,32.66,31.71,18.17,16.87
738,2022-01-29,74521787,3045083,885931,33647,,,,,,,,,,
739,2022-01-30,74722269,3052373,886416,33722,,,,,,,,,,
740,2022-01-31,75258839,3073654,889023,33870,,,,,,,,,,
741,2022-02-01,75585128,3085591,892380,34032,,,,,,,,,,
742,2022-02-02,75912867,3100943,895968,34207,,,,,,,,,,
743,2022-02-03,76186154,3114115,898450,34378,,,,,,,,,,
744,2022-02-04,76541210,3127213,902572,34537,458.12,439.81,32.97,31.83,54.3,49.32,33.05,32.49,17.95,17.2
745,2022-02-05,76629144,3133836,903497,34636,,,,,,,,,,
746,2022-02-06,76713904,3139239,903963,34720,,,,,,,,,,
747,2022-02-07,77057310,3155289,906852,34845,,,,,,,,,,
748,2022-02-08,77271079,3165329,909853,34969,,,,,,,,,,
749,2022-02-09,77458550,3175654,913189,35114,,,,,,,,,,
750,2022-02-10,77628913,3186035,916440,35231,,,,,,,,,,
751,2022-02-11,77837378,3193438,919142,35372,457.88,438.94,33.48,32.58,55.42,52.58,32.65,31.84,18.92,17.6
752,2022-02-12,77890016,3203282,919964,35481,,,,,,,,,,
753,2022-02-13,77949086,3206897,920546,35512,,,,,,,,,,
754,2022-02-14,78116688,3219086,923728,35614,,,,,,,,,,
755,2022-02-15,78227178,3225542,926335,35716,,,,,,,,,,
756,2022-02-16,78341106,3233298,929518,35829,,,,,,,,,,
757,2022-02-17,78441811,3240493,932470,35918,,,,,,,,,,
758,2022-02-18,78585804,3247240,934973,35997,448.055,431.82,33.05,32.25,53.83,49.61,32.1,31.7,20.24,18.47
759,2022-02-19,78617782,3250784,935659,36013,,,,,,,,,,
760,2022-02-20,78641288,3253232,936105,36042,,,,,,,,,,
761,2022-02-21,78721172,3256889,937021,36062,,,,,,,,,,
762,2022-02-22,78810353,3264880,939194,36159,,,,,,,,,,
763,2022-02-23,78894486,3274692,942286,36255,,,,,,,,,,
764,2022-02-24,78960956,3280453,945241,36332,,,,,,,,,,
